DBName,SqlCmd,MaxTime,AvgTime,TotTime,CNT
BSADBTW,"INSERT INTO dbo.HRS_QuestionaireYesNoQuestionAnswers_Buffer (BatchID, CifKey, TemplateId, Answer )@@NCHAR13@@@@NCHAR10@@,,SELECT @BatchID, c.CifKey, c.HRSTemplateId, c.Answer@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.PB_CUSTOMER_FACT a WITH (NOLOCK), dbo.BSA_SUB_CUST_FACT b WITH (NOLOCK), dbo.PB_CustomerYesNoQuestionAnswers c WITH (NOLOCK)@@NCHAR13@@@@NCHAR10@@,,,WHERE a.CIF_KEY = b.CIF_KEY AND a.CIF_KEY = c.CifKey@@NCHAR13@@@@NCHAR10@@,,,,AND (@HRS_RecordStatusFiltering IS NULL OR a.RecordStatus = @HRS_RecordStatusFiltering),-- Add filteration on Closed CIF@@NCHAR13@@@@NCHAR10@@,,,,AND (@HRS_IntermediateBankFiltering IS NULL OR LEFT(b.CustomerNo, 3) <> @HRS_IntermediateBankFiltering) -- Add filteration to include or exclude intermediate bank@@NCHAR13@@@@NCHAR10@@,,,,AND (@HRS_NonCustomerFiltering IS NULL OR LEFT(b.CustomerNo, 3) <> @HRS_NonCustomerFiltering),-- Add filteration to include or exclude non-customer,,,@@NCHAR13@@@@NCHAR10@@,,,,AND a.IsCIPEnable = 'Y'@@NCHAR13@@@@NCHAR10@@,,,,AND (@@NCHAR13@@@@NCHAR10@@,,,,,,@FromETL = 'N' OR EXISTS (SELECT 1 FROM #DailyReview_CaseCustomer WHERE a.CIF_KEY = CIF_KEY)@@NCHAR13@@@@NCHAR10@@,,,,)",1050,1050,1050,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236533 A WITH(NOLOCK)",3210,3210,3210,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236781 A WITH(NOLOCK)",2200,2200,2200,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236829 A WITH(NOLOCK)",1980,1980,1980,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236834 A WITH(NOLOCK)",1910,1910,1910,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236835 A WITH(NOLOCK)",1880,1880,1880,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236865 A WITH(NOLOCK)",1280,1280,1280,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236913 A WITH(NOLOCK)",1030,1030,1030,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236995 A WITH(NOLOCK)",600,600,600,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236997 A WITH(NOLOCK)",600,600,600,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243236999 A WITH(NOLOCK)",570,570,570,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237010 A WITH(NOLOCK)",430,430,430,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237015 A WITH(NOLOCK)",390,390,390,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237027 A WITH(NOLOCK)",339,339,339,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237029 A WITH(NOLOCK)",339,339,339,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237034 A WITH(NOLOCK)",320,320,320,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243237038 A WITH(NOLOCK)",320,320,320,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,Gender, NameCategory, VesselIMONo),,,,,,,,,,,,, @@NCHAR13@@@@NCHAR10@@,,,,,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, Address, City, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,CASE WHEN ISNULL(Country, '') = '' THEN @Country ELSE Country END, new_acct_name, @user_brnch_nbr, TaxID, @MIdent, @Other, @IssuedBy, IdentificationNumber, @Remark, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,DOB, @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, @@NCHAR13@@@@NCHAR10@@,,,,,,,,,,,Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,,,,,FROM dbo.ofac_new_acct_names_20243263323 A WITH(NOLOCK)",479,479,479,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236414 A WITH(NOLOCK)",13445,13445,13445,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236420 A WITH(NOLOCK)",11365,11365,11365,1
BSADBTW,"INSERT INTO dbo.NMCHK_CustInfo (uid, userid, rel_corr_chosen, new_acct_key, relationship, address, city,@@NCHAR13@@@@NCHAR10@@,,,,,,,country, new_acct_name, user_brnch_nbr, TAXID, IDENT, IDENTO, ISSBY, IDNUM, REMARK,@@NCHAR13@@@@NCHAR10@@,,,,,,,DOB, source_ind, last_updated_date, last_updated_date_UTC, REFNO, DETECTED, Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,CHANNEL, Ori_REFNO, CombineKey, Gender, NameCategory, VesselIMONo),,,,,, @@NCHAR13@@@@NCHAR10@@,,,SELECT @uid, @userid, @rel_corr_chosen, new_acct_key, relationship, @address, @city,@@NCHAR13@@@@NCHAR10@@,,,,,,,@country, new_acct_name, @user_brnch_nbr, TAXID, @MIdent, '', @IssuedBy, IdentificationNumber, '', @@NCHAR13@@@@NCHAR10@@,,,,,,,CONVERT(VARCHAR, CONVERT(DATETIME,DOB),112), @Source_Ind , @CUR_DATE, @CUR_UTCDATE, @REFNO, 'Y', Nationality, NameSource,@@NCHAR13@@@@NCHAR10@@,,,,,,,@Other, @Remark, CombineKey, Gender, NameCategory, VesselIMONo@@NCHAR13@@@@NCHAR10@@,,,FROM dbo.ofac_new_acct_names_20243236425 A WITH(NOLOCK)",9565,9565,9565,1
